seed,step,acc0,acc1,frac_pos0,frac_pos1,best_pos0,best_pos1,pick_pos0,pick_pos1,gap0,gap1
15,20000,0.785714,0.585165,0.026667,0.110000,0.00515110,0.00441225,0.00171703,0.00116550,0.00343407,0.00324675
15,30000,0.876374,0.703297,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
15,50000,0.912088,0.714286,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
15,80000,0.914835,0.736264,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
15,120000,0.920330,0.741758,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
15,200000,0.923077,0.752747,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
15,300000,0.942308,0.755495,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
16,0,0.271978,0.228022,0.760000,0.933333,0.01147099,0.01540424,0.00804897,0.01240188,0.00342202,0.00300235
16,500,0.478022,0.387363,0.530000,0.740000,0.00895017,0.01197901,0.00661760,0.00915751,0.00233257,0.00282150
16,1000,0.491758,0.442308,0.650000,0.453333,0.00894618,0.00781755,0.00686109,0.00476729,0.00208509,0.00305026
16,2000,0.579670,0.483516,0.450000,0.310000,0.00722426,0.00697152,0.00500611,0.00404703,0.00221815,0.00292449
16,3000,0.557692,0.467033,0.406667,0.586667,0.00905242,0.00995879,0.00668798,0.00711788,0.00236444,0.00284091
16,5000,0.513736,0.469780,0.513333,0.486667,0.00761738,0.00794069,0.00510204,0.00494882,0.00251534,0.00299187
16,8000,0.505495,0.535714,0.526667,0.276667,0.00858951,0.00612339,0.00641605,0.00330994,0.00217346,0.00281345
16,12000,0.568681,0.489011,0.436667,0.490000,0.00729805,0.00878373,0.00526382,0.00564402,0.00203423,0.00313972
16,20000,0.689560,0.634615,0.226667,0.006667,0.00525210,0.00412088,0.00278765,0.00412088,0.00246445,0.00000000
16,30000,0.824176,0.733516,0.020000,0.000000,0.00366300,-1.00000000,-0.00045788,-1.00000000,0.00412088,-1.00000000
16,50000,0.868132,0.744505,0.000000,0.003333,-1.00000000,0.01098901,-1.00000000,0.00274725,-1.00000000,0.00824176
16,80000,0.898352,0.752747,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
16,120000,0.901099,0.763736,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
16,200000,0.920330,0.763736,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
16,300000,0.925824,0.777473,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
17,0,0.260989,0.236264,0.886667,0.856667,0.01193919,0.01338350,0.00908866,0.01026211,0.00285053,0.00312139
17,500,0.532967,0.423077,0.403333,0.670000,0.00778767,0.01007326,0.00549451,0.00707998,0.00229316,0.00299328
17,1000,0.579670,0.456044,0.366667,0.486667,0.00791708,0.00777134,0.00591908,0.00487355,0.00199800,0.00289779
17,2000,0.596154,0.483516,0.316667,0.400000,0.00746096,0.00705128,0.00644881,0.00393773,0.00101215,0.00311355
17,3000,0.489011,0.472527,0.520000,0.440000,0.00824176,0.00707626,0.00505424,0.00403763,0.00318752,0.00303863
17,5000,0.480769,0.491758,0.513333,0.366667,0.00820608,0.00696803,0.00597617,0.00379620,0.00222991,0.00317183
17,8000,0.486264,0.450549,0.573333,0.533333,0.00904038,0.00915179,0.00562228,0.00614698,0.00341809,0.00300481
17,12000,0.615385,0.502747,0.416667,0.423333,0.00810989,0.01051311,0.00619780,0.00744138,0.00191209,0.00307173
17,20000,0.730769,0.557692,0.166667,0.230000,0.00604396,0.00617136,0.00428571,0.00294633,0.00175824,0.00322504
17,30000,0.857143,0.692308,0.016667,0.003333,0.00274725,0.00274725,0.00274725,0.00274725,0.00000000,0.00000000
17,50000,0.914835,0.750000,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
17,80000,0.917582,0.750000,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
17,120000,0.917582,0.763736,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
17,200000,0.934066,0.766484,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
17,300000,0.934066,0.774725,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
18,0,0.208791,0.239011,0.930000,0.926667,0.01600102,0.01417108,0.01339163,0.01095936,0.00260940,0.00321172
18,500,0.527473,0.412088,0.393333,0.776667,0.00735705,0.01085931,0.00544794,0.00812385,0.00190911,0.00273546
18,1000,0.480769,0.431319,0.510000,0.553333,0.00831358,0.00829141,0.00549451,0.00529591,0.00281908,0.00299550
18,2000,0.568681,0.483516,0.396667,0.500000,0.00655647,0.00760073,0.00346292,0.00441392,0.00309355,0.00318681
18,3000,0.538462,0.480769,0.423333,0.353333,0.00752791,0.00704955,0.00521329,0.00393946,0.00231461,0.00311010
18,5000,0.582418,0.472527,0.336667,0.520000,0.00864977,0.00919273,0.00663693,0.00655114,0.00201284,0.00264159
18,8000,0.532967,0.469780,0.393333,0.500000,0.00754330,0.00912088,0.00563420,0.00584249,0.00190911,0.00327839
18,12000,0.590659,0.497253,0.386667,0.376667,0.00748390,0.00707478,0.00566029,0.00333074,0.00182361,0.00374404
18,20000,0.755495,0.571429,0.033333,0.070000,0.00412088,0.00431711,0.00329670,0.00143904,0.00082418,0.00287807
18,30000,0.846154,0.733516,0.003333,0.000000,0.00274725,-1.00000000,-0.01098901,-1.00000000,0.01373626,-1.00000000
18,50000,0.879121,0.744505,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
18,80000,0.887363,0.755495,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
18,120000,0.898352,0.755495,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
18,200000,0.901099,0.758242,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
18,300000,0.901099,0.758242,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
19,0,0.239011,0.228022,0.970000,0.913333,0.01410445,0.01340539,0.01109286,0.01036737,0.00301159,0.00303802
19,500,0.505495,0.420330,0.423333,0.606667,0.00724669,0.01008332,0.00452107,0.00762287,0.00272562,0.00246045
19,1000,0.565934,0.461538,0.320000,0.496667,0.00729739,0.00844458,0.00535142,0.00543919,0.00194597,0.00300538
19,2000,0.615385,0.453297,0.400000,0.746667,0.00762363,0.00952953,0.00583791,0.00640208,0.00178571,0.00312745
19,3000,0.642857,0.445055,0.263333,0.643333,0.00615524,0.01029152,0.00486855,0.00775779,0.00128669,0.00253374
19,5000,0.615385,0.472527,0.323333,0.363333,0.00742041,0.00665390,0.00589102,0.00423430,0.00152940,0.00241960
19,8000,0.618132,0.483516,0.320000,0.230000,0.00609547,0.00656952,0.00400641,0.00346393,0.00208906,0.00310559
19,12000,0.673077,0.478022,0.186667,0.520000,0.00569074,0.00871724,0.00392465,0.00612849,0.00176609,0.00258876
19,20000,0.766484,0.576923,0.053333,0.153333,0.00549451,0.00609173,0.00274725,0.00322504,0.00274725,0.00286670
19,30000,0.859890,0.695055,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
19,50000,0.887363,0.744505,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
19,80000,0.898352,0.755495,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
19,120000,0.903846,0.760989,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
19,200000,0.920330,0.766484,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
19,300000,0.923077,0.769231,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
20,0,0.252747,0.277473,0.870000,0.810000,0.01295735,0.01237960,0.01021010,0.00911229,0.00274725,0.00326731
20,500,0.516484,0.450549,0.536667,0.476667,0.00994813,0.00710828,0.00822469,0.00391916,0.00172343,0.00318912
20,1000,0.478022,0.456044,0.460000,0.643333,0.00768434,0.00943745,0.00489728,0.00637704,0.00278707,0.00306041
20,2000,0.489011,0.461538,0.430000,0.406667,0.00828435,0.00702576,0.00600562,0.00450369,0.00227873,0.00252207
20,3000,0.508242,0.412088,0.543333,0.616667,0.00866312,0.01048411,0.00665745,0.00791506,0.00200566,0.00256905
20,5000,0.574176,0.467033,0.523333,0.566667,0.00773430,0.00796703,0.00528452,0.00447641,0.00244978,0.00349063
20,8000,0.601648,0.456044,0.330000,0.590000,0.00774226,0.00779164,0.00555001,0.00540138,0.00219225,0.00239027
20,12000,0.615385,0.513736,0.423333,0.310000,0.00648957,0.00578991,0.00456433,0.00277679,0.00192524,0.00301312
20,20000,0.719780,0.557692,0.140000,0.223333,0.00451334,0.00676562,0.00340136,0.00385435,0.00111198,0.00291127
20,30000,0.835165,0.706044,0.026667,0.000000,0.00480769,-1.00000000,0.00171703,-1.00000000,0.00309066,-1.00000000
20,50000,0.931319,0.736264,0.000000,0.003333,-1.00000000,0.00274725,-1.00000000,0.00274725,-1.00000000,0.00000000
20,80000,0.936813,0.744505,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
20,120000,0.939560,0.755495,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
20,200000,0.942308,0.766484,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
20,300000,0.942308,0.774725,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
21,0,0.252747,0.293956,0.876667,0.726667,0.01305728,0.00919952,0.01024736,0.00647747,0.00280993,0.00272205
21,500,0.543956,0.483516,0.230000,0.340000,0.00676859,0.00740681,0.00334448,0.00387847,0.00342411,0.00352833
21,1000,0.535714,0.508242,0.430000,0.336667,0.00696397,0.00693613,0.00460005,0.00340007,0.00236392,0.00353607
21,2000,0.497253,0.489011,0.466667,0.420000,0.00802590,0.00763126,0.00567111,0.00418629,0.00235479,0.00344497
21,3000,0.475275,0.467033,0.430000,0.386667,0.00760286,0.00684445,0.00506857,0.00393141,0.00253429,0.00291304
21,5000,0.609890,0.491758,0.320000,0.326667,0.00666781,0.00692420,0.00449290,0.00434514,0.00217491,0.00257905
21,8000,0.607143,0.478022,0.376667,0.460000,0.00763396,0.00844083,0.00573763,0.00549451,0.00189633,0.00294633
21,12000,0.565934,0.500000,0.383333,0.246667,0.00709508,0.00586576,0.00504061,0.00289575,0.00205447,0.00297000
21,20000,0.741758,0.571429,0.063333,0.060000,0.00621747,0.00442613,0.00419318,0.00045788,0.00202429,0.00396825
21,30000,0.870879,0.714286,0.000000,0.003333,-1.00000000,0.00274725,-1.00000000,0.00000000,-1.00000000,0.00274725
21,50000,0.912088,0.725275,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
21,80000,0.920330,0.752747,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
21,120000,0.925824,0.760989,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
21,200000,0.931319,0.760989,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
21,300000,0.934066,0.760989,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
22,0,0.236264,0.228022,0.873333,0.926667,0.01388306,0.01346944,0.01045424,0.01092972,0.00342882,0.00253973
22,500,0.527473,0.423077,0.320000,0.603333,0.00638164,0.00865157,0.00314789,0.00552486,0.00323375,0.00312671
22,1000,0.458791,0.456044,0.530000,0.483333,0.00953763,0.00771125,0.00672127,0.00471770,0.00281637,0.00299356
22,2000,0.489011,0.494505,0.356667,0.386667,0.00734312,0.00824176,0.00518640,0.00516294,0.00215672,0.00307882
22,3000,0.453297,0.450549,0.496667,0.450000,0.00846301,0.00868946,0.00630577,0.00551486,0.00215724,0.00317460
22,5000,0.634615,0.508242,0.203333,0.353333,0.00932264,0.00717914,0.00761124,0.00417271,0.00171140,0.00300643
22,8000,0.615385,0.497253,0.266667,0.296667,0.00721154,0.00679096,0.00508242,0.00327201,0.00212912,0.00351895
22,12000,0.554945,0.505495,0.430000,0.400000,0.00790101,0.00698260,0.00651674,0.00402930,0.00138427,0.00295330
22,20000,0.673077,0.615385,0.280000,0.053333,0.00732601,0.00412088,0.00523286,-0.00068681,0.00209314,0.00480769
22,30000,0.843407,0.681319,0.020000,0.006667,0.00595238,0.00274725,0.00503663,-0.00412088,0.00091575,0.00686813
22,50000,0.901099,0.739011,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
22,80000,0.912088,0.741758,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
22,120000,0.936813,0.741758,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
22,200000,0.953297,0.741758,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
22,300000,0.953297,0.741758,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
23,0,0.225275,0.233516,0.826667,0.860000,0.01261742,0.01134040,0.00957107,0.00831630,0.00304635,0.00302411
23,500,0.510989,0.434066,0.463333,0.603333,0.00804411,0.00939530,0.00630485,0.00684536,0.00173927,0.00254994
23,1000,0.502747,0.502747,0.583333,0.336667,0.00926217,0.00742574,0.00706436,0.00408008,0.00219780,0.00334566
23,2000,0.483516,0.447802,0.506667,0.510000,0.00860324,0.00754148,0.00681391,0.00466853,0.00178933,0.00287294
23,3000,0.524725,0.467033,0.316667,0.456667,0.00702718,0.00810139,0.00387507,0.00477260,0.00315211,0.00332879
23,5000,0.645604,0.469780,0.203333,0.436667,0.00612502,0.00807399,0.00436858,0.00547353,0.00175644,0.00260045
23,8000,0.631868,0.431319,0.226667,0.706667,0.00715094,0.00978385,0.00480769,0.00728281,0.00234324,0.00250104
23,12000,0.574176,0.538462,0.393333,0.243333,0.00703110,0.00508054,0.00477277,0.00150534,0.00225833,0.00357519
23,20000,0.725275,0.579670,0.106667,0.166667,0.00583791,0.00692308,0.00351992,0.00390110,0.00231799,0.00302198
23,30000,0.884615,0.692308,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
23,50000,0.909341,0.714286,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
23,80000,0.925824,0.725275,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
23,120000,0.934066,0.741758,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
23,200000,0.942308,0.752747,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
23,300000,0.950549,0.769231,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
24,0,0.255495,0.247253,0.780000,0.806667,0.01144689,0.01195396,0.00867615,0.00899101,0.00277073,0.00296295
24,500,0.502747,0.436813,0.540000,0.503333,0.00788563,0.00844189,0.00534188,0.00518521,0.00254375,0.00325668
24,1000,0.483516,0.464286,0.533333,0.540000,0.00793269,0.00956451,0.00537431,0.00656288,0.00255838,0.00300163
24,2000,0.486264,0.442308,0.610000,0.526667,0.01010328,0.00848519,0.00734102,0.00566838,0.00276227,0.00281680
24,3000,0.549451,0.442308,0.440000,0.676667,0.00809607,0.00936502,0.00593157,0.00678017,0.00216450,0.00258485
24,5000,0.546703,0.464286,0.506667,0.540000,0.00798872,0.00885226,0.00607287,0.00547755,0.00191585,0.00337471
24,8000,0.565934,0.469780,0.343333,0.430000,0.00765497,0.00768805,0.00440094,0.00487691,0.00325403,0.00281114
24,12000,0.543956,0.475275,0.486667,0.563333,0.00878745,0.00921711,0.00690577,0.00632356,0.00188168,0.00289356
24,20000,0.659341,0.535714,0.303333,0.273333,0.00624925,0.00593005,0.00407559,0.00264674,0.00217365,0.00328330
24,30000,0.868132,0.689560,0.003333,0.006667,0.00549451,0.00412088,0.00549451,-0.00274725,0.00000000,0.00686813
24,50000,0.898352,0.739011,0.003333,0.003333,0.00274725,0.00274725,0.00274725,0.00274725,0.00000000,0.00000000
24,80000,0.909341,0.741758,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
24,120000,0.920330,0.750000,0.003333,0.000000,0.00274725,-1.00000000,0.00274725,-1.00000000,0.00000000,-1.00000000
24,200000,0.928571,0.760989,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
24,300000,0.928571,0.771978,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
25,0,0.206044,0.230769,0.940000,0.880000,0.01459356,0.01326798,0.01149560,0.01051032,0.00309797,0.00275766
25,500,0.494505,0.497253,0.516667,0.490000,0.01031549,0.00857816,0.00744417,0.00573746,0.00287132,0.00284070
25,1000,0.532967,0.524725,0.360000,0.303333,0.00737688,0.00709455,0.00455332,0.00428692,0.00282357,0.00280763
25,2000,0.489011,0.447802,0.436667,0.523333,0.00815787,0.00895919,0.00488634,0.00573948,0.00327154,0.00321971
25,3000,0.489011,0.508242,0.603333,0.206667,0.00922834,0.00611485,0.00657216,0.00341191,0.00265618,0.00270294
25,5000,0.574176,0.461538,0.393333,0.450000,0.00791581,0.00728531,0.00561091,0.00400895,0.00230490,0.00327635
25,8000,0.598901,0.483516,0.243333,0.483333,0.00575794,0.00708602,0.00383863,0.00449034,0.00191931,0.00259568
25,12000,0.653846,0.494505,0.233333,0.366667,0.00710361,0.00759241,0.00455259,0.00472028,0.00255102,0.00287213
25,20000,0.752747,0.549451,0.080000,0.210000,0.00492216,0.00850340,0.00354853,0.00540729,0.00137363,0.00309611
25,30000,0.848901,0.711538,0.000000,0.006667,-1.00000000,0.00274725,-1.00000000,0.00274725,-1.00000000,0.00000000
25,50000,0.895604,0.741758,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
25,80000,0.909341,0.747253,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
25,120000,0.925824,0.747253,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
25,200000,0.934066,0.752747,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
25,300000,0.936813,0.752747,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
26,0,0.263736,0.239011,0.916667,0.823333,0.01178821,0.01199003,0.00895105,0.00899809,0.00283716,0.00299195
26,500,0.508242,0.428571,0.483333,0.670000,0.00898067,0.00870647,0.00704812,0.00594555,0.00193255,0.00276092
26,1000,0.521978,0.439560,0.390000,0.440000,0.00732601,0.00786713,0.00610501,0.00516151,0.00122100,0.00270563
26,2000,0.469780,0.445055,0.470000,0.506667,0.01003429,0.00901894,0.00732601,0.00630784,0.00270828,0.00271110
26,3000,0.563187,0.513736,0.386667,0.386667,0.00670235,0.00724706,0.00388405,0.00355248,0.00281830,0.00369458
26,5000,0.439560,0.445055,0.540000,0.606667,0.00971713,0.00890593,0.00776692,0.00573602,0.00195021,0.00316991
26,8000,0.626374,0.494505,0.373333,0.353333,0.00669643,0.00816401,0.00500392,0.00515758,0.00169250,0.00300643
26,12000,0.579670,0.532967,0.270000,0.193333,0.00627459,0.00601554,0.00461267,0.00274725,0.00166192,0.00326828
26,20000,0.719780,0.601648,0.110000,0.033333,0.00516151,0.00357143,0.00374625,0.00164835,0.00141525,0.00192308
26,30000,0.843407,0.670330,0.016667,0.000000,0.00384615,-1.00000000,0.00384615,-1.00000000,0.00000000,-1.00000000
26,50000,0.912088,0.744505,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
26,80000,0.914835,0.747253,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
26,120000,0.923077,0.752747,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
26,200000,0.928571,0.755495,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
26,300000,0.931319,0.755495,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
27,0,0.247253,0.252747,0.836667,0.903333,0.01184274,0.01268197,0.00910643,0.01019829,0.00273631,0.00248368
27,500,0.483516,0.442308,0.443333,0.556667,0.00733289,0.00916299,0.00483351,0.00705731,0.00249938,0.00210568
27,1000,0.546703,0.458791,0.293333,0.483333,0.00702423,0.00718075,0.00424575,0.00394089,0.00277847,0.00323986
27,2000,0.491758,0.450549,0.603333,0.500000,0.00831765,0.00789377,0.00549451,0.00474359,0.00282314,0.00315018
27,3000,0.554945,0.439560,0.453333,0.590000,0.00793875,0.00948345,0.00646412,0.00696902,0.00147463,0.00251443
27,5000,0.571429,0.464286,0.560000,0.446667,0.00835623,0.00717566,0.00605050,0.00405937,0.00230573,0.00311629
27,8000,0.620879,0.480769,0.350000,0.373333,0.00695971,0.00677002,0.00559916,0.00402276,0.00136054,0.00274725
27,12000,0.670330,0.500000,0.163333,0.363333,0.00594304,0.00778808,0.00448531,0.00524246,0.00145773,0.00254562
27,20000,0.752747,0.585165,0.093333,0.093333,0.00696625,0.00696625,0.00598509,0.00461146,0.00098116,0.00235479
27,30000,0.846154,0.664835,0.016667,0.013333,0.00274725,0.00618132,-0.00219780,0.00618132,0.00494505,0.00000000
27,50000,0.873626,0.714286,0.003333,0.000000,0.00274725,-1.00000000,0.00274725,-1.00000000,0.00000000,-1.00000000
27,80000,0.909341,0.730769,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
27,120000,0.912088,0.736264,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
27,200000,0.925824,0.736264,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
27,300000,0.931319,0.752747,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
28,0,0.266484,0.247253,0.783333,0.946667,0.01177227,0.01393941,0.00861585,0.01107607,0.00315642,0.00286333
28,500,0.508242,0.480769,0.503333,0.423333,0.00825995,0.00778749,0.00584019,0.00540798,0.00241977,0.00237951
28,1000,0.491758,0.489011,0.493333,0.346667,0.00824176,0.00750211,0.00551307,0.00427937,0.00272869,0.00322274
28,2000,0.491758,0.491758,0.623333,0.353333,0.01046013,0.00684221,0.00846213,0.00380987,0.00199800,0.00303235
28,3000,0.546703,0.486264,0.466667,0.380000,0.00886970,0.00775978,0.00692700,0.00469925,0.00194270,0.00306054
28,5000,0.598901,0.505495,0.286667,0.246667,0.00731536,0.00664538,0.00568617,0.00341550,0.00162918,0.00322988
28,8000,0.576923,0.497253,0.373333,0.343333,0.00711342,0.00736157,0.00546998,0.00442761,0.00164345,0.00293396
28,12000,0.653846,0.552198,0.116667,0.070000,0.00572998,0.00523286,0.00361068,0.00222397,0.00211931,0.00300890
28,20000,0.719780,0.629121,0.110000,0.030000,0.00516151,0.00457875,0.00333000,0.00335775,0.00183150,0.00122100
28,30000,0.837912,0.706044,0.003333,0.000000,0.00274725,-1.00000000,-0.00549451,-1.00000000,0.00824176,-1.00000000
28,50000,0.898352,0.736264,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
28,80000,0.912088,0.750000,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
28,120000,0.914835,0.760989,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
28,200000,0.914835,0.766484,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
28,300000,0.920330,0.771978,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
29,0,0.269231,0.219780,0.776667,0.953333,0.01096543,0.01556136,0.00798236,0.01273726,0.00298307,0.00282410
29,500,0.491758,0.456044,0.493333,0.423333,0.00996807,0.00856624,0.00775913,0.00560267,0.00220894,0.00296357
29,1000,0.516484,0.489011,0.443333,0.466667,0.00927456,0.00696625,0.00696108,0.00335557,0.00231348,0.00361068
29,2000,0.500000,0.458791,0.506667,0.350000,0.00896472,0.00873888,0.00699465,0.00575615,0.00197007,0.00298273
29,3000,0.508242,0.483516,0.416667,0.386667,0.00894505,0.00876279,0.00694505,0.00539977,0.00200000,0.00336302
29,5000,0.489011,0.453297,0.533333,0.406667,0.00786401,0.00788146,0.00576923,0.00475140,0.00209478,0.00313007
29,8000,0.546703,0.467033,0.466667,0.440000,0.00745683,0.00747169,0.00421900,0.00455794,0.00323783,0.00291375
29,12000,0.568681,0.491758,0.350000,0.353333,0.00732601,0.00803442,0.00536368,0.00497616,0.00196232,0.00305826
29,20000,0.675824,0.612637,0.186667,0.043333,0.00515110,0.00486052,0.00372841,0.00211327,0.00142268,0.00274725
29,30000,0.851648,0.711538,0.003333,0.003333,0.00274725,0.00274725,0.00274725,-0.00274725,0.00000000,0.00549451
29,50000,0.892857,0.733516,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
29,80000,0.906593,0.733516,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
29,120000,0.920330,0.741758,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
29,200000,0.936813,0.747253,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
29,300000,0.936813,0.752747,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
30,0,0.241758,0.266484,0.850000,0.873333,0.01365008,0.01266672,0.01089205,0.00992996,0.00275803,0.00273677
30,500,0.486264,0.439560,0.526667,0.503333,0.00872861,0.00727749,0.00565099,0.00405720,0.00307762,0.00322029
30,1000,0.458791,0.480769,0.573333,0.310000,0.00950358,0.00658750,0.00686813,0.00372208,0.00263545,0.00286541
30,2000,0.502747,0.464286,0.486667,0.480000,0.00890035,0.00759310,0.00583321,0.00461691,0.00306714,0.00297619
